RUNTIME	Iteracoes	Media movimentos	Media espera
124.05024075508118	81	14.0	0.0
129.0015411376953	93	12.5	0.0
124.06901407241821	96	14.0	1.0
125.9376962184906	96	16.0	1.0
125.98875117301941	96	15.0	1.0
127.83960556983948	102	14.5	1.0
125.77730560302734	93	13.0	0.0
127.01976251602173	96	14.5	0.0
124.34693837165833	90	13.0	0.0
128.58360743522644	100	15.0	1.0
126.39096975326538	96	12.0	1.0
127.86425542831421	99	14.0	1.0
133.20697689056396	105	14.0	1.0
130.26297426223755	99	13.0	0.0
127.17059421539307	93	14.0	1.0
134.88541412353516	111	14.0	1.0
133.22453331947327	104	14.5	1.0
130.03646111488342	99	15.0	1.0
126.66906785964966	93	13.0	0.0
127.22603678703308	96	14.0	1.0
68.62559580802917	93	14.0	0.0
65.88494873046875	81	12.0	1.0
68.17001032829285	96	14.0	1.0
67.37796378135681	90	13.0	0.0
66.8754301071167	90	13.0	0.0
67.47503232955933	93	15.0	0.0
67.92269968986511	93	14.0	0.0
86.04607725143433	102	12.5	0.0
126.09855461120605	96	14.0	1.0
101.26708722114563	96	13.0	0.0
71.72050976753235	114	15.0	1.0
92.41135549545288	128	15.0	1.0
131.54712104797363	108	13.0	1.0
126.09386587142944	96	13.5	0.0
124.26334071159363	93	13.0	0.0
125.14661383628845	90	13.0	0.5
126.71489691734314	96	13.0	1.0
124.07465243339539	93	13.0	1.0
126.37427949905396	93	14.0	0.0
135.75941562652588	117	14.0	1.0
92.1691484451294	84	13.0	0.0
69.64477610588074	96	14.0	0.0
67.88510322570801	87	12.5	0.0
69.31931805610657	87	14.0	0.5
118.46494674682617	90	13.5	0.0
136.83269119262695	87	13.0	0.0
148.32923650741577	102	13.5	1.0
131.80847644805908	93	12.5	0.0
130.26236367225647	88	13.0	0.0
133.86835932731628	102	14.0	0.0
127.3297176361084	90	14.0	0.0
131.57626247406006	96	14.0	1.0
129.99051570892334	90	13.0	0.0
129.88618445396423	93	13.0	1.0
126.0233633518219	84	13.0	0.5
133.64853382110596	102	13.0	1.0
131.95797038078308	96	14.0	0.0
131.98222422599792	96	15.0	0.0
127.46333646774292	87	13.0	1.0
129.90377855300903	93	13.5	1.0
129.19571471214294	93	13.5	0.0
130.07563138008118	87	15.0	0.0
129.7520318031311	87	14.5	0.0
131.91790342330933	99	12.5	0.5
128.097012758255	90	12.0	0.0
133.49382710456848	100	13.0	0.0
125.7140212059021	81	13.0	0.0
126.3811194896698	84	14.0	1.0
128.11097311973572	92	13.0	0.0
132.8624336719513	99	13.0	1.0
130.1306493282318	93	14.0	0.0
127.11884927749634	87	14.0	0.0
128.94031739234924	96	14.0	1.0
131.02314734458923	99	14.5	1.0
130.06461310386658	92	15.0	1.0
134.79197788238525	105	13.0	0.0
127.99278044700623	93	14.0	1.0
127.34755158424377	90	14.0	0.0
125.07145762443542	83	12.0	0.0
134.04765677452087	102	15.0	1.0
131.9834201335907	102	13.5	1.0
125.57527709007263	84	14.0	0.5
127.75373387336731	87	14.0	0.0
127.9035484790802	90	12.0	0.0
125.8479175567627	87	14.0	1.0
130.98532795906067	96	12.0	0.0
127.7169303894043	87	14.0	0.0
126.48613500595093	87	14.0	0.0
127.70438933372498	87	15.0	1.0
125.75610375404358	84	14.0	1.0
126.82447409629822	84	13.0	1.0
128.15611910820007	93	14.0	1.0
132.59041285514832	99	14.0	1.0
129.23059725761414	90	13.0	1.0
128.025817155838	92	12.0	0.0
126.29376482963562	84	13.0	0.0
134.09972286224365	104	14.0	0.0
126.02979803085327	84	14.0	0.5
124.70913028717041	88	12.5	0.0
128.44225549697876	92	14.0	1.0
125.34569430351257	81	13.5	0.0
128.91433763504028	93	13.0	0.0
